39	601	"Revenue = $45, Profit = $25, Profit margin = 55.6% ($25/$45 × 100)"
40	612	"Example: Costs $25/week (supplies), Price $2/cup, Est. 20 cups/day, Break-even = 13 cups/day, Daily profit = $15, Weekly profit = $75."
41	651	"Subscription business model — recurring monthly payments for unlimited content access."
42	660	"Direct sales model — customers pay each time they buy products."
43	671	"Freemium model. Revenue from ads on free tier + subscription fees from premium users."
44	679	"Marketplace/platform model. Value for riders: convenient transportation. Value for drivers: flexible income. Uber takes a commission (20-30%) from each ride."
45	708	"For busy high school students who struggle with homework, our app provides instant step-by-step explanations 24/7, so you learn faster and never miss a deadline."
46	717	"Stay hydrated anywhere by carrying water conveniently with you."
47	728	"For middle school students falling behind in math and science, our tutoring provides personalized one-on-one lessons that build confidence and raise grades within one month."
48	736	"Coca-Cola: affordable, refreshing taste, global brand recognition — targets mass market. Organic juice: health benefits, natural ingredients, premium quality — targets health-conscious consumers willing to pay more."
49	765	"1) How often do you forget or run out of supplies? 2) What is hardest about buying supplies? 3) Would you pay $2-3 for same-day delivery to school?"
50	774	"To make sure you are solving a real problem that people actually have and are willing to pay for."
51	785	"1) How often do you travel and leave your pet? 2) What do you currently do with your pet when you are away? 3) How much would you pay per day for someone to care for your pet at your home?"
52	793	"The problem exists (75% study alone, 60% want partners) but willingness to pay is low (25%). Next step: explore a free app with ads, or a freemium model, or find another way to monetize like school partnerships."
53	822	"Two revenue streams (ads + sales). Total monthly revenue = $300."
54	831	"Product sales — money earned from selling bread directly to customers."
55	842	"Stream 1: Advertising — companies pay YouTube to show ads. Stream 2: Subscriptions — users pay YouTube monthly for ad-free experience."
56	850	"1) One-on-one sessions at $20/hour (est. $400/month), 2) Group workshops at $5/student (est. $150/month), 3) Study guide sales at $3 each (est. $90/month). Total: ~$640/month."
57	885	"8 candles (rounding up from 7.14)"
58	894	"Fixed cost — rent stays the same regardless of how many units you sell."
59	905	"Break-even = $1000 / ($12 - $4) = $1000 / $8 = 125 pizzas per month."
60	916	"Variable cost/unit = $0.80, Contribution = $2.20, Break-even = $30/$2.20 = 14 stickers. At 100 sold: Revenue $300 - Fixed $30 - Variable $80 = $190 profit."
61	945	"S: Quality & service; W: Small scale & price; O: Custom orders & specialty items; T: Chain's lower prices."
62	954	"Strengths, Weaknesses, Opportunities, Threats."
63	965	"Strength: Unique, one-of-a-kind designs. Opportunity: Target customers who value handmade, personalized gifts for special occasions."
64	973	"Example: App A — lower prices, slower delivery, more restaurants, average UX. App B — higher prices, faster delivery, fewer restaurants, better UX. Overall depends on whether customers prioritize price or speed."
65	1002	"Apple's brand is stronger due to consistent visual identity, emotional connection (innovation, premium), and instant recognition worldwide."
66	1011	"Example: McDonald's — golden arches on red background. Nike — black swoosh."
67	1022	"Example: 'FreshBite' — name suggests freshness. Logo: A green leaf + bite mark. Colors: Green (health), orange (energy), white (clean). These appeal to teens wanting healthy but fun snacks."
68	1030	"Name: More sophisticated, less playful. Logo: Cleaner, minimalist design. Colors: Earth tones (green, brown, cream) instead of bright neons. Voice: Educational, authentic storytelling about sustainability. Pricing: Higher prices justified by quality and ethics."
69	1059	"9% engagement rate (considered very good — average is 1-3%)"
70	1068	"Instagram Reels — designed specifically for short video content."
71	1079	"3% ((40+15+5)/2000 × 100%)"
72	1090	"Mon: Product photo (Instagram); Tue: Behind-the-scenes baking video (TikTok); Wed: Customer testimonial story (Instagram); Thu: Poll on new flavors (Instagram Stories); Fri: Weekend special announcement (all platforms)."
73	1119	"NPS = 40 (considered good)"
74	1128	"It helps you understand what to improve, keep customers happy, and make better business decisions."
75	1139	"NPS = 50% - 20% = 30"
76	1150	"Issue 1 (high priority): Late delivery — switch to a faster courier or set realistic delivery windows. Issue 2 (high priority): Damaged packaging — use sturdier boxes or add padding. Positive: Great taste is the core strength to maintain."
77	1179	"StudyBuddy is an after-school tutoring service providing math and science help to middle school students at $15/hour, targeting 20 weekly sessions for $1,200/month in revenue."
78	1188	"Executive summary, target market description, and financial projections (revenue/costs)."
79	1199	"Target market: Busy professionals aged 25-50 who own cars but lack time to visit a car wash. Market size: approximately 10,000 car owners within 10km radius. Customer need: convenient, time-saving car cleaning at their location."
80	1207	"Summary: EventPro helps student clubs organize memorable events stress-free. We handle venue setup, decorations, and logistics for school dances, fundraisers, and celebrations. Market: 15 student clubs at our school. Competitor: DIY planning by clubs. Revenue: $100 per event × 4 events/month = $400/month."
81	1246	"Build 10 sample meals → Measure orders and feedback → Learn whether to scale, pivot, or stop."
82	1255	"Build, Measure, Learn."
83	1266	"It saves time and money by testing real customer demand early. You avoid building something nobody wants and can adapt quickly based on feedback."
84	1274	"Learn: Interest exists (100 signups) but retention is poor (10% daily). Next: Interview the 10 active users to find what they love, interview inactive users to find barriers, then rebuild focusing on the features active users value most."
85	1303	"MVP: Google Form + manual delivery by bike. Tests demand for $0 in one day versus $50,000+ for full app."
86	1312	"Minimum Viable Product."
87	1323	"MVP: A WhatsApp group where students post questions and volunteer tutors answer them. Tests if students want help and if tutors are available, with zero development cost."
88	1331	"They skipped validation — built too much without testing demand first. They should have started with an MVP (simple spreadsheet or paper planner), tested with 50 students, measured usage, then gradually added features based on real feedback."
89	1360	"TAM: 800 students; SAM: 500 snack buyers; SOM: 100 students (first month realistic target)"
90	1369	"Primary: You collect data yourself (surveys, interviews). Secondary: You use existing data from other sources (reports, articles, statistics)."
91	1380	"1) Do you own a dog? 2) How often do you need help walking your dog? 3) What times are hardest for you to walk your dog? 4) How much would you pay per walk? 5) Would you prefer daily or weekly packages?"
92	1388	"TAM: 1.8M students. SAM: 720,000 (40% wanting English tutoring). SOM: 200 students (year 1 realistic capacity). If pricing at $50/month: SOM revenue = $10,000/month."
93	1417	"Not yet validated. Saying yes is not the same as paying. You need to collect actual pre-orders or payments to truly validate."
94	1426	"10 people actually paying — real money is the strongest form of validation."
95	1437	"1) Create a landing page describing the product and collect email sign-ups or pre-orders. 2) Offer a manual version of the service to 10 people and see if they pay and come back."
96	1445	"Visitor-to-signup: 200/1000 = 20% (good). Signup-to-paying: 15/200 = 7.5% (decent). Revenue: $75/month from 15 users. Yes, partially validated — there is willingness to pay, but need to increase paying conversion."
97	1474	"Idea → 3D-print prototype → Test with 20 users → Fix issues based on feedback → Launch."
98	1483	"An early model or sample of a product used for testing before mass production."
99	1494	"Prototype: Sew a battery pack pocket into a regular backpack with a USB cable running to the strap. Test: Give to 5 students for a week, measure phone charge success rate and comfort feedback."
100	1502	"Priority 1: Simplify setup (affects 83% of users — biggest barrier to adoption). Priority 2: Keep core feature strong (67% love it — this is your competitive advantage). Priority 3: Add customization later (50% want it — nice to have, not critical for launch)."
101	1531	"5% conversion rate"
102	1540	"Social media marketing and email marketing (also: SEO, content marketing, paid ads)."
103	1551	"Conversion rate = 4% (40/1000). Revenue = 40 × $25 = $1,000."
104	1562	"Conversions = 2000 × 3% = 60. Revenue = 60 × $30 = $1,800. ROAS = $1,800/$200 = 9x (for every $1 spent, you earned $9)."
105	1591	"2% overall conversion rate. The biggest improvement opportunity is at the Awareness-to-Interest stage."
106	1600	"Awareness, Interest, Decision, Action."
107	1611	"500 × 10% = 50 interested → 50 × 30% = 15 ask questions → 15 × 50% = 7.5, so about 7-8 sales per day."
108	1622	"Visitor→Trial: 10% (1000/10000). Trial→Paid: 10% (100/1000). Revenue: 100 × $10 = $1,000/month. For $5,000: need 500 paying = 5,000 trials = 50,000 visitors."
109	1657	"Month 1: $500, Month 2: $600, Month 3: $720. Quarter total: $1,820."
110	1666	"$50/month"
111	1677	"Month 2: $1,100; Month 3: $1,210; Month 4: $1,331"
112	1688	"M1: Rev $500, Exp $200, Profit $300. M2: $650, $250, $400. M3: $800, $300, $500. M4: $950, $350, $600. M5: $1100, $400, $700. M6: $1250, $450, $800. Total 6-month profit: $3,300."
113	1717	"Logo: Trademark. Blog content: Copyright."
114	1726	"Legal registration protects the owner, allows opening a bank account, builds trust, and ensures compliance with tax laws."
115	1737	"Trademark: Protects brand names and logos (e.g., Nike swoosh). Copyright: Protects creative works like writing, music, and art (e.g., a novel or song)."
116	1745	"1) Register the business (sole proprietorship or LLC). 2) Trademark your brand name and logo. 3) Copyright your original designs. 4) Get a business license. 5) Terms of service and privacy policy for your website. 6) Supplier contracts for blank T-shirts."
117	1774	"5 slides: Problem (unaffordable tutoring), Solution (peer tutor app), Market (5M students), Traction (200 beta users), Ask ($10K)."
118	1783	"To present your business idea to potential investors or partners in a clear, visual way and convince them to support or invest."
119	1794	"1) Problem: The pain point you solve. 2) Solution: Your product/service. 3) Market: Size and opportunity. 4) Business Model: How you make money. 5) Traction: Early results/users. 6) Team: Who is building it. 7) Ask: How much funding you need."
120	1802	"Did you know 70% of students study alone even though studying in groups improves grades by 25%? StudyMatch instantly connects you with classmates studying the same subject, right on your phone. With 2 million high school students in our city, and no competitor doing this, we have already matched 500 study groups in our beta. We are looking for $15,000 to launch nationwide."
121	1841	"Hook: relatable frustration. Problem: unfair task distribution. Solution: AI-powered task splitting. Ask: $5,000 for campus launch."
122	1850	"Hook (attention grabber), Problem (pain point), Solution (your product/service), and Ask (what you need from the listener)."
123	1861	"Hook: 'What if you never had to choose between studying and eating well?' Problem: 'College students skip meals or eat junk food because they have no time to cook — 65% report poor nutrition affects their grades.'"
124	1872	"Hook: 'Your tomatoes travel 1,500 miles before reaching your plate.' Problem: 'Farmers earn only 15 cents per dollar while consumers pay inflated prices due to middlemen.' Solution: 'FarmDirect connects you to local farmers within 50 miles — fresher food, 30% cheaper, and farmers earn 3x more.' Ask: 'We have 50 farmers and 500 users. We need $20,000 to expand to three more cities.'"
125	1907	"Post-money valuation is $2,500,000 and the investor owns 20%."
126	1916	"Equity (ownership shares) in the startup company."
127	1927	"20%. Post-money = $1,250,000. Ownership = $250,000 / $1,250,000 = 20%."
128	1938	"Seed: $2M / $10M = 20%. Series A: $10M / $50M = 20%. Total equity given: 40%."
129	1967	"Unit profit is $2.80 per cup, daily gross profit is $560."
130	1976	"$2 per cup."
131	1987	"$17,000. Unit profit = $49 - $15 = $34. Total = $34 × 500 = $17,000."
132	1998	"$23.13. Costs = $3 + $2 + ($29 × 0.03) = $5.87. Unit profit = $29 - $5.87 = $23.13."
133	2033	"CAC is $50, LTV is $200, LTV:CAC ratio is 4:1 — the business is healthy."
134	2042	"$10 per customer. CAC = $500 / 50 = $10."
135	2053	"LTV = $40 × 14 = $560. LTV:CAC = $560 / $120 = 4.67:1. Yes, this is healthy (above 3:1)."
136	2064	"CAC = $30,000/600 = $50. LTV = $20 × 10 = $200. LTV:CAC = 4:1. Payback period = $50/$20 = 2.5 months."
137	2099	"MRR is $12,000, churn rate is 5%, net growth is +30 users, new MRR is $12,900."
138	2108	"$1,000. MRR = 100 × $10."
139	2119	"Churn = 40/800 × 100 = 5%. This is worse than the 3% industry average — the company needs to improve retention."
140	2130	"MRR Growth = ($57,500 - $50,000) / $50,000 × 100 = 15%. Churn Rate = 50/1,000 × 100 = 5%."
141	2159	"A technical co-founder (CTO) to build the app, and an operations co-founder with food industry experience to manage the restaurant and delivery side."
142	2168	"Because ideas change and pivot, but a strong team can adapt, solve problems, and execute. A great team with an average idea will outperform an average team with a great idea."
143	2179	"Risk: no business, sales, or marketing expertise — they can build a product but may struggle to sell it or manage finances. They should recruit for sales/marketing (CMO) and business operations (COO/CFO)."
144	2190	"1) Full-stack developer (build the product). 2) Content creator/curriculum designer (create educational material). 3) Growth marketer (acquire users). 4) Customer success manager (retain users, gather feedback). 5) Designer/UX (improve user experience). Product first, then content, then growth."
145	2225	"The CTO has vested 175,000 shares (50% of the 350,000 total allocation)."
146	2234	"20%. Ownership = 100,000 / 500,000 × 100 = 20%."
147	2245	"75,000 shares. After 12 months (cliff): 25% = 50,000. Then 6 more months: 6/48 total = 12.5% more = 25,000. Total = 50,000 + 25,000 = 75,000."
148	2256	"After seed (20% dilution): Founder A = 60% × 0.80 = 48%, Founder B = 40% × 0.80 = 32%. After Series A (15% dilution): Founder A = 48% × 0.85 = 40.8%, Founder B = 32% × 0.85 = 27.2%. Total founder equity: 68%."
149	2285	"They need to raise $150,000 to have 18 months of runway."
150	2294	"6 months. Runway = $60,000 / $10,000 = 6."
151	2305	"Post-money = $100,000 / 10% = $1,000,000. Pre-money = $1,000,000 - $100,000 = $900,000."
152	2316	"Runway = $40,000 / $20,000 = 2 months. They will run out 1 month before closing. Options: 1) Cut costs to $13,000/month to stretch to 3 months. 2) Seek a bridge loan or convertible note for $20,000+ to cover the gap."
153	2345	"Values must match actions. Fix: weekly all-hands meetings, shared decision-making process, and open feedback channels."
154	2354	"Examples: innovation/experimentation, transparency/openness, customer-centricity, speed/agility, continuous learning, ownership/accountability."
155	2365	"Risk 1: Culture dilution — new hires may not share original values. Mitigation: document values, include culture fit in hiring. Risk 2: Communication breakdown — too many people for informal communication. Mitigation: establish regular all-hands, team rituals, and clear communication channels."
156	2376	"For a 10-person early startup, Company A's approach is generally better because it offers flexibility and speed needed for rapid iteration, attracts top talent, and builds trust. However, some structure from B (clear roles, regular check-ins) should be added to prevent chaos. The best approach is a hybrid: flexibility with lightweight structure."
157	2405	"Airbnb succeeded through perfect problem-market fit (affordable stays), rapid iteration (mattresses to platform), complementary team, and right timing (2008 recession)."
158	2414	"Start small and solve your own problem first. The founders did not build a billion-dollar platform on day one — they started with air mattresses in their own apartment to pay rent."
159	2425	"Key insight: People pirated music not because they did not want to pay, but because paying was inconvenient. Spotify made legal music easier than pirating — instant streaming, huge library, free tier with ads. They competed with free by being more convenient."
160	2436	"Uber pursued aggressive global expansion, heavy spending, and market dominance at all costs. Lyft focused on a friendlier brand, US-first approach, and driver relations. Uber became dominant through speed and capital but faced reputation issues. Lesson: First-mover advantage and capital matter, but brand and culture determine long-term sustainability. A startup should balance growth speed with sustainable practices."
161	2475	"Scalability ratio is 3.0 — the company grows revenue 3x faster than costs, indicating excellent scalability."
162	2484	"Software can serve millions of users with the same code and servers (low marginal cost), while a restaurant needs more staff, ingredients, and space for each additional customer (high marginal cost)."
163	2495	"Scalability Ratio = 400% / 200% = 2.0. Yes, the company is scaling well — revenue grows twice as fast as costs."
164	2506	"Auto-scales: the platform/matching algorithm, payment processing, commission collection, user profiles. Needs investment: server infrastructure (10x load), customer support team, trust/safety team for verification, marketing to attract 1,800 more tutors, and potentially local expansion teams."
165	2535	"Viral coefficient is 1.5 — since it exceeds 1, the app is achieving viral growth."
166	2544	"Growth hacking is data-driven, experimental, and low-cost, focusing on rapid user acquisition through product features and viral mechanics. Traditional marketing uses bigger budgets for brand awareness through ads, PR, and events."
167	2555	"K = 8 × 0.10 = 0.8. Not viral (K < 1). To reach K > 1: either increase invites (e.g., to 11+) or improve conversion rate (e.g., to 13%+), or both."
168	2566	"Dropbox worked because: 1) The reward (storage) was the core product value. 2) Both referrer and referee benefited. 3) More storage made the product more useful. For a language learning app: 'Invite a friend and both get 1 week of premium lessons free.' This works because premium content is the core value, both sides benefit, and learning with friends increases retention."
169	2601	"Series A: $25M post-money, 20% dilution. Series B: $100M post-money, 20% dilution. Valuation grew 4x between rounds."
170	2610	"Seed → Series A → Series B → Series C."
171	2621	"Post-money = $32M + $8M = $40M. Investor ownership = $8M / $40M = 20%."
172	2632	"After Series A: 60% × (1 - 0.20) = 60% × 0.80 = 48%. After Series B: 48% × (1 - 0.20) = 48% × 0.80 = 38.4%. The founder owns 38.4%."
173	2661	"The estimated TAM for Uzbekistan is $25.2M per year with 1.05M potential users."
174	2670	"Language/localization (translating the product), legal/regulatory compliance (different laws), and cultural differences (user behavior and preferences vary by country)."
175	2681	"1) Language: Full German localization of app and support. 2) Payment: Germans prefer direct debit (Lastschrift) and PayPal over credit cards. 3) Food preferences: Menu must include local German cuisine and dietary preferences (more vegetarian options)."
176	2692	"Strategy A pros: faster market coverage, learn from many markets. Cons: thin resources, poor user experience, high failure rate. Strategy B pros: deep product-market fit, strong brand, higher success rate. Cons: slower expansion. For a 50-person startup, Strategy B is better — focus wins over breadth with limited resources."
177	2721	"The investor receives $2,000,000 — a 900% ROI (10x return) on their $200,000 investment."
178	2730	"1) Acquisition (being bought by another company). 2) IPO (going public on a stock exchange). 3) Merger (combining with another company)."
179	2741	"Investor's share = 15% of $50M = $7,500,000. ROI = ($7,500,000 - $300,000) / $300,000 × 100 = 2,400% (25x return)."
180	2752	"Option A: 35% × $80M = $28M guaranteed. Option B best case: 35% × $120M = $42M. Worst case (30% drop): 35% × $84M = $29.4M. Recommendation: If the founder needs certainty, take A ($28M guaranteed). If they can afford the risk, B offers higher upside ($42M) and even the worst case ($29.4M) exceeds A. For most founders, B is better if the business is strong."
181	2781	"Market cap is $1.25B and the company raised $250M from the IPO."
182	2790	"IPO stands for Initial Public Offering. A private company sells shares to the public for the first time on a stock exchange, becoming a publicly traded company."
183	2801	"Initial market cap = $40 × 20M = $800M. End of day 1 = $55 × 20M = $1.1B. The company gained $300M in market cap on day 1."
184	2812	"NASDAQ: Capital = $2B × 20% = $400M. Small exchange: $1.5B × 15% = $225M. NASDAQ raises $175M more and has higher valuation. But consider: NASDAQ has stricter listing requirements, higher compliance costs, more analyst coverage, greater liquidity, and more visibility to institutional investors. The smaller exchange is easier to list on but offers less liquidity."
185	2841	"The acquisition premium is 30% and the total deal value is $390M."
186	2850	"A merger combines two companies into one new entity (usually equals). An acquisition is when one company buys and absorbs another (one company disappears into the buyer)."
187	2861	"Premium = ($65 - $50) / $50 × 100 = 30%. Deal value = $65 × 5M = $325M."
188	2872	"1) Talent acquisition (acqui-hire): The 50 top AI researchers are worth more than the product. 2) Technology/IP: Proprietary AI models or patents that would take years to develop internally. 3) Competitive defense: Preventing competitors from acquiring the same technology and talent. The price reflects strategic value, not current revenue."
189	2901	"5-person board: CEO, Series A rep, Series B rep, and 2 independent directors. This balances management, investor, and independent perspectives."
190	2910	"The board oversees company management, makes major strategic decisions, protects shareholder interests, hires/fires the CEO, and ensures the company acts legally and ethically."
191	2921	"Independent directors provide unbiased oversight, prevent conflicts of interest, bring outside expertise and perspectives, protect minority shareholders, and ensure management is held accountable. They act as neutral voices in boardroom decisions."
192	2932	"Risks: No checks on CEO power, potential self-dealing, investor rights ignored, groupthink from friend-only board. Reforms: 1) Add 2 independent directors to the board. 2) Give the 30% investor a board seat as is standard practice. 3) Establish an audit committee with at least one independent member. These changes add accountability without removing the CEO's majority control."
193	2961	"The solar lamp project has greater social impact: fewer people but much deeper and longer-lasting change (education improvement over 5 years) versus a small one-time payment."
194	2970	"A social enterprise uses a sustainable business model to generate revenue while creating social impact. A charity relies primarily on donations and grants. Social enterprises are self-sustaining; charities depend on external funding."
195	2981	"Problem: Rural students lack quality education and test prep. Solution: Mobile-first learning app with offline mode and local-language content. Business model: Freemium — basic content free, premium courses $2/month (affordable). Revenue also from government contracts and NGO partnerships. Impact: Equal access to quality education regardless of location."
196	2992	"Current: Revenue $500K, Profit $200K, 100K families served. At $12: Revenue may drop to ~40K units (price too high for target market), Revenue $480K, Profit $360K. More profit but 60% fewer families get clean water. Recommendation: Negotiate with the investor — accept the $1M but keep prices at $5-7. Use the investment to scale production and reach 300K+ families, increasing both impact and total profit through volume. Never sacrifice the core mission for short-term margins."
197	3027	"You need 250 tutoring sessions per month to break even, which is about 8-9 sessions per day."
198	3036	"1) Problem, 2) Solution, 3) Market (size and opportunity), 4) Business Model, 5) Financial Projections, 6) Team, 7) Milestones and Timeline."
199	3047	"Break-Even = $5,000 / ($15 - $3) = $5,000 / $12 = 417 subscribers (round up to 417)."
200	3058	"Example: Problem: Students waste 2+ hours/week scheduling study groups across different messaging apps. Solution: StudySync app that lets students create, find, and join study groups by subject in one tap. Market: 5M university students in Central Asia, TAM = 5M × 5% adoption × $3/month = $9M/year. Model: Freemium ($3/month premium with room booking, tutor matching). Financials: Costs $3,000/month (hosting, support). Revenue at 1,000 premium users = $3,000. Break-even at 1,000 users. Team: 1 developer, 1 designer, 1 marketer. Milestones: Month 3 — launch beta with 500 users, Month 6 — reach 1,000 premium subscribers, Month 12 — expand to 5 universities with 5,000 users."
