80	1333	"Use the Shunting Yard algorithm: tokenize input, use two stacks (operators and values), handle operator precedence, evaluate parenthesized sub-expressions first by pushing/popping from stacks."
81	1381	"Encapsulation bundles data and methods together, hiding internal complexity behind a simple interface — like a car hiding engine details behind steering and pedals."
82	1390	"Encapsulation, Abstraction, Inheritance, Polymorphism."
83	1401	"A class is a blueprint/template; an object is a specific instance created from that class."
84	1412	"Polymorphism means the same method name behaves differently in different classes. Animal has speak(), Dog.speak() returns 'Woof', Cat.speak() returns 'Meow'. Calling animal.speak() works correctly regardless of the actual type."
85	1444	"class Student:\\n    def __init__(self, name, age):\\n        self.name = name\\n        self.age = age\\n    def introduce(self):\\n        return f'Hi, I am {self.name}, age {self.age}'"
86	1453	"It is the constructor that initializes a new object's attributes when it is created."
87	1464	"class Rectangle:\\n    def __init__(self, w, h):\\n        self.width = w\\n        self.height = h\\n    def area(self):\\n        return self.width * self.height"
88	1475	"class BankAccount:\\n    def __init__(self): self.balance = 0\\n    def deposit(self, amount): self.balance += amount\\n    def withdraw(self, amount):\\n        if amount > self.balance: return 'Insufficient funds'\\n        self.balance -= amount\\n    def get_balance(self): return self.balance"
89	1507	"class Animal:\\n    def __init__(self, name): self.name = name\\nclass Dog(Animal):\\n    def __init__(self, name, breed): super().__init__(name); self.breed = breed"
90	1516	"super()"
91	1527	"class Shape:\\n    def __init__(self, color): self.color = color\\nclass Circle(Shape):\\n    def __init__(self, color, radius): super().__init__(color); self.radius = radius\\n    def area(self): return 3.14159 * self.radius ** 2"
92	1538	"class Vehicle:\\n    def __init__(self, make, model, year): self.make = make; self.model = model; self.year = year\\nclass ElectricCar(Vehicle):\\n    def __init__(self, make, model, year, battery_kwh): super().__init__(make, model, year); self.battery_kwh = battery_kwh\\n    def range_km(self): return self.battery_kwh * 6"
93	1576	"<html><head><style>body { background-color: blue; color: white; }</style></head><body><h1>Hello</h1><p>Welcome to my page.</p></body></html>"
94	1585	"HyperText Markup Language."
95	1596	".container { display: flex; justify-content: center; }"
96	1607	".grid { display: grid; grid-template-columns: repeat(3, 1fr); gap: 16px; }\\n@media (max-width: 768px) { .grid { grid-template-columns: 1fr; } }"
97	1645	"const greet = (name) => `Hello, ${name}!`;"
98	1654	"let declares a variable that can be reassigned; const declares a variable that cannot be reassigned."
99	1665	"for (let i = 1; i <= 10; i++) { console.log(i); }"
100	1676	"Python: def is_prime(n): return n > 1 and all(n % i != 0 for i in range(2, int(n**0.5)+1))\\nJS: const isPrime = (n) => { if (n < 2) return false; for (let i = 2; i <= Math.sqrt(n); i++) { if (n % i === 0) return false; } return true; };"
101	1708	"const btn = document.querySelector('#myBtn');\\nconst p = document.querySelector('#myText');\\nbtn.addEventListener('click', () => { p.textContent = 'Clicked!'; });"
102	1717	"Document Object Model."
103	1728	"document.querySelector('#box').style.backgroundColor = 'red';"
104	1739	"let count = 0; const display = document.querySelector('#count');\\ndocument.querySelector('#plus').addEventListener('click', () => { count++; display.textContent = count; });\\ndocument.querySelector('#minus').addEventListener('click', () => { if (count > 0) count--; display.textContent = count; });"
105	1771	"{\"name\": \"Ali\", \"age\": 16, \"city\": \"Almaty\"} — JSON objects look like JavaScript objects or Python dictionaries."
106	1780	"Application Programming Interface."
107	1791	"GET (read), POST (create), PUT (update), DELETE (remove)."
108	1802	"fetch('https://api.example.com/users')\\n  .then(res => res.json())\\n  .then(users => {\\n    const ul = document.querySelector('#userList');\\n    users.forEach(u => {\\n      const li = document.createElement('li');\\n      li.textContent = u.name;\\n      ul.appendChild(li);\\n    });\\n  });"
109	1834	"SELECT name, age FROM students WHERE age > 16;"
110	1843	"Structured Query Language."
111	1854	"INSERT INTO students (name, age, grade) VALUES ('Dana', 15, 10);"
112	1865	"SQL databases store data in structured tables with fixed schemas — ideal for banking systems. NoSQL stores flexible documents without fixed schemas — ideal for social media feeds where data structure varies."
113	1903	"git add . → git commit -m 'message' → git push"
114	1912	"git commit"
115	1923	"Branches let you work on new features or fixes in isolation without affecting the main codebase until you are ready to merge."
116	1934	"A merge conflict occurs when two branches modify the same line of a file differently. Git marks the conflicting sections with <<<< ==== >>>> markers. You manually choose which version to keep, remove the markers, then commit the resolved file."
117	1966	"A to-do app needs: input field + add button, task list with checkboxes and delete buttons, localStorage for persistence, clean CSS styling."
118	1975	"HTML (structure), CSS (styling), JavaScript (interactivity)."
119	1986	"localStorage is a browser API that stores key-value data persistently on the user's device. It is useful for saving user preferences, to-do items, or session data without needing a server database."
120	1997	"1. Push code to GitHub. 2. Connect repo to Vercel/Netlify. 3. Configure build settings (if needed). 4. Deploy — the platform gives you a live URL. 5. Set up a custom domain (optional)."
121	2045	"Hash map is far better for lookups by key: O(1) vs O(n). Use a dictionary/hash map when you need fast access by a unique identifier."
122	2054	"O(1) — constant time."
123	2065	"Use a list when you need ordered data accessed by position/index. Use a dictionary when you need fast lookup by a unique key."
124	2076	"def two_sum(nums, target):\\n    seen = {}\\n    for i, n in enumerate(nums):\\n        diff = target - n\\n        if diff in seen: return [seen[diff], i]\\n        seen[n] = i"
125	2114	"def is_balanced(s):\\n    stack = []\\n    for c in s:\\n        if c == '(': stack.append(c)\\n        elif c == ')': \\n            if not stack: return False\\n            stack.pop()\\n    return len(stack) == 0"
126	2123	"Last In, First Out."
127	2134	"A printer queue: print jobs are processed in the order they were submitted. The first document sent should be printed first — FIFO is fair."
128	2145	"Push: enqueue to q1. Pop: move all but last from q1 to q2, dequeue the last item from q1 (this is the 'top'), swap q1 and q2. This gives LIFO behavior using FIFO queues."
129	2177	"Create three nodes, link them with .next, traverse with a while loop following .next until None."
130	2186	"A value (data) and a pointer/reference to the next node."
131	2197	"Inserting at a known position in a linked list is O(1) — just update pointers. In an array, insertion requires shifting all subsequent elements, which is O(n)."
132	2208	"def reverse(head):\\n    prev = None\\n    current = head\\n    while current:\\n        next_node = current.next\\n        current.next = prev\\n        prev = current\\n        current = next_node\\n    return prev"
133	2240	"[5,3,1] → [3,1,5] → [1,3,5]. Bubble Sort repeatedly swaps adjacent elements."
134	2249	"O(n^2)."
135	2260	"Merge Sort is O(n log n) while Bubble Sort is O(n^2). For 1 million items: Merge Sort does ~20 million operations vs Bubble Sort's ~1 trillion."
136	2271	"def merge_sort(arr):\\n    if len(arr) <= 1: return arr\\n    mid = len(arr) // 2\\n    left = merge_sort(arr[:mid])\\n    right = merge_sort(arr[mid:])\\n    return merge(left, right)\\ndef merge(l, r):\\n    result = []\\n    i = j = 0\\n    while i < len(l) and j < len(r):\\n        if l[i] <= r[j]: result.append(l[i]); i += 1\\n        else: result.append(r[j]); j += 1\\n    return result + l[i:] + r[j:]"
137	2303	"Found 7 at index 3 in 3 comparisons (vs 4 for linear search)."
138	2312	"No. Binary search requires the array to be sorted first."
139	2323	"10 comparisons. log2(1024) = 10."
140	2334	"def binary_search(arr, target):\\n    lo, hi = 0, len(arr) - 1\\n    while lo <= hi:\\n        mid = (lo + hi) // 2\\n        if arr[mid] == target: return mid\\n        elif arr[mid] < target: lo = mid + 1\\n        else: hi = mid - 1\\n    return -1"
141	2366	"O(n^2) — nested loops each running n times."
142	2375	"O(1) — constant time on average."
143	2386	"O(log n) — halving the input each step is logarithmic."
144	2397	"O(2^n) — each call spawns 2 more calls, creating a binary tree of calls with depth n."
145	2429	"factorial(4) = 24. The function calls itself 3 times before hitting the base case."
146	2438	"A base case (stopping condition) and a recursive case (self-call)."
147	2449	"def digit_sum(n):\\n    if n < 10: return n\\n    return n % 10 + digit_sum(n // 10)"
148	2460	"def permutations(lst):\\n    if len(lst) <= 1: return [lst]\\n    result = []\\n    for i, item in enumerate(lst):\\n        rest = lst[:i] + lst[i+1:]\\n        for perm in permutations(rest):\\n            result.append([item] + perm)\\n    return result"
149	2492	"BFS visit order: A → B → C → D → E (level by level)."
150	2501	"BFS uses a queue (FIFO); DFS uses a stack (LIFO) or recursion."
151	2512	"A social network: nodes are users, edges are friendships. If Ali follows Bob, there is a directed edge from Ali to Bob."
152	2523	"def dfs(graph, start):\\n    visited = set()\\n    stack = [start]\\n    while stack:\\n        node = stack.pop()\\n        if node not in visited:\\n            visited.add(node)\\n            print(node)\\n            for neighbor in graph[node]:\\n                if neighbor not in visited:\\n                    stack.append(neighbor)\\n    return visited"
153	2555	"Spam detection → supervised; customer segmentation → unsupervised; game AI → reinforcement learning."
154	2564	"AI is the broad field of intelligent systems. ML is a subset of AI where systems learn from data rather than being explicitly programmed."
155	2575	"In supervised learning, you train a model on labeled data. Example: showing a model 10,000 photos labeled 'cat' or 'dog', then it predicts labels for new photos it has never seen."
156	2586	"1. Collect labeled emails (spam/not spam). 2. Extract features (word frequencies, sender, links count). 3. Split into training and test sets. 4. Train a classifier (e.g., Naive Bayes). 5. Evaluate accuracy on test set. 6. Deploy to filter new emails."
157	2618	"-1 (before applying the activation function)."
158	2627	"Input layer, hidden layer(s), and output layer."
159	2638	"Activation functions introduce non-linearity, allowing the network to learn complex patterns beyond simple linear relationships."
160	2649	"1. Forward pass: input goes through layers to produce a prediction. 2. Compare prediction to correct answer (calculate loss/error). 3. Backward pass: calculate how much each weight contributed to the error. 4. Update weights slightly to reduce error. 5. Repeat thousands of times until accurate."
161	2697	"8 ways to reach step 5."
162	2706	"DP avoids redundant computation of overlapping sub-problems by storing previously computed results."
163	2717	"dp = [0, 1]\\nfor i in range(2, 11):\\n    dp.append(dp[i-1] + dp[i-2])\\nprint(dp[10])  # 55"
164	2728	"Maximum value = 12. Take items with weights 3 and 5 (values 4+6=10) — actually take weights 2,3,5 impossible (total 10>8). Best: weights 3+5=8, values 4+6=10. Or weights 2+3+... Try all: w[2,3]=5 v=7; w[2,5]=7 v=9; w[3,5]=8 v=10; w[2,4]=6 v=8; w[3,4]=7 v=9; w[4,5]=9>8; w[2,3,4]=9>8. Answer: 10."
165	2760	"Shortest path: A→B→C→D with cost 6."
166	2769	"The shortest path from a source node to all other nodes in a weighted graph with non-negative edge weights."
167	2780	"Topological sorting orders nodes of a directed acyclic graph (DAG) so that every edge goes from earlier to later in the order. Used for task scheduling, build dependencies, and course prerequisites."
168	2791	"import heapq\\ndef dijkstra(graph, start):\\n    dist = {node: float('inf') for node in graph}\\n    dist[start] = 0\\n    pq = [(0, start)]\\n    while pq:\\n        d, u = heapq.heappop(pq)\\n        if d > dist[u]: continue\\n        for v, w in graph[u]:\\n            if dist[u] + w < dist[v]:\\n                dist[v] = dist[u] + w\\n                heapq.heappush(pq, (dist[v], v))\\n    return dist"
169	2823	"API server + database + cache + load balancer + analytics. Generate unique short codes using base62 encoding of an auto-increment ID."
170	2832	"The client (browser/app) sends requests to a server, which processes them and returns responses. The server hosts the data and business logic."
171	2843	"Caching stores frequently accessed data in fast memory (like Redis) to avoid repeatedly querying the database. It dramatically reduces response time and database load."
172	2854	"Components: React frontend, WebSocket server for real-time messaging, REST API for auth/history, PostgreSQL for message storage, Redis for online status. Data flow: user sends message via WebSocket → server broadcasts to recipient(s) → stored in DB. Use WebSockets instead of polling for real-time delivery."
173	2892	"Accuracy = 90%, Precision = 90%, Recall = 90%, F1 = 90%."
174	2901	"Data collection — you cannot build a model without data."
175	2912	"To evaluate the model on data it has never seen during training. This tests if the model generalizes well or just memorized the training data (overfitting)."
176	2923	"from sklearn.datasets import load_iris\\nfrom sklearn.model_selection import train_test_split\\nfrom sklearn.tree import DecisionTreeClassifier\\nfrom sklearn.metrics import accuracy_score\\nX, y = load_iris(return_X_y=True)\\nX_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.2)\\nmodel = DecisionTreeClassifier()\\nmodel.fit(X_train, y_train)\\nprint(accuracy_score(y_test, model.predict(X_test)))"
177	2955	"['cat', 'sitting', 'mat']"
178	2964	"Natural Language Processing."
179	2975	"Stemming cuts off word endings with rules (running → runn), which may not be real words. Lemmatization uses a dictionary to find the actual root form (running → run)."
180	2986	"import nltk\\nfrom nltk.corpus import stopwords\\nfrom nltk.tokenize import word_tokenize\\ntext = 'The cat is sitting on the mat'\\ntokens = word_tokenize(text.lower())\\nstop = set(stopwords.words('english'))\\nfiltered = [w for w in tokens if w not in stop and w.isalpha()]\\nprint(filtered)  # ['cat', 'sitting', 'mat']"
181	3018	"CNN layers progressively detect: edges → shapes → body parts → whole cat. Each layer builds on features from the previous one."
182	3027	"Convolutional Neural Network."
183	3038	"Pooling layers reduce the spatial dimensions of feature maps, making computation faster and the model more robust to small position changes in the input."
184	3049	"import cv2\\nimg = cv2.imread('photo.jpg')\\ngray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)\\nedges = cv2.Canny(gray, 100, 200)\\ncv2.imwrite('edges.jpg', edges)"
185	3081	"The AI inherited historical bias. Fix: remove biased features, diversify training data, audit for fairness, add human oversight."
186	3090	"Bias — AI can discriminate against certain groups if trained on biased data."
187	3101	"Some AI models (especially deep neural networks) make decisions that cannot be explained. This matters in critical areas like healthcare and criminal justice where people need to understand why a decision was made."
188	3112	"1. Bias: test across languages/cultures, regular audits, diverse training data. 2. Transparency: explain why content was removed, provide appeal process. 3. Privacy: do not use personal data for training without consent, data minimization. 4. Accountability: human review for appeals, public reports on error rates, clear ownership of decisions."
189	3144	"IaaS = rent servers (EC2), PaaS = deploy code (Vercel), SaaS = use software (Gmail). Each level abstracts more infrastructure."
190	3153	"AWS (Amazon), Google Cloud, and Microsoft Azure."
191	3164	"Docker packages your application and all its dependencies into a container that runs consistently anywhere — your laptop, staging, or production. It eliminates 'works on my machine' problems."
192	3175	"FROM python:3.11-slim\\nWORKDIR /app\\nCOPY requirements.txt .\\nRUN pip install -r requirements.txt\\nCOPY . .\\nEXPOSE 5000\\nCMD [\"python\", \"app.py\"]"
193	3207	"Hash map approach: iterate once, for each num check if complement is in map. O(n) time."
194	3216	"Ask clarifying questions — understand the input format, constraints, edge cases, and expected output before coding."
195	3227	"3 — the longest substring is 'abc'. Use a sliding window with a set to track current characters. When a duplicate is found, shrink the window from the left."
196	3238	"Maximum profit = 5 (buy at 1, sell at 6). Algorithm: track the minimum price seen so far, and at each day calculate profit = price - min_price. Keep the maximum profit. O(n) time, O(1) space."
197	3270	"Full-stack app with React + Node.js + PostgreSQL. Key features: auth, group CRUD, search/filter, real-time chat, deployed live."
198	3279	"A clear README with project description, setup instructions, screenshots/demo link, and technologies used."
199	3290	"A live demo lets reviewers (universities, employers) immediately see and interact with your project without needing to download and run it. It also proves you understand deployment, which is a real-world skill."
200	3301	"Problem: Student budget tracker. Stack: React + TypeScript, Supabase (auth + DB), Tailwind CSS, Vercel. Features: 1) expense tracking with categories, 2) monthly budget goals, 3) charts/visualizations, 4) recurring expenses, 5) export to CSV. Deployment: GitHub repo → Vercel auto-deploy, Supabase hosted DB, environment variables for secrets."
